CODIGO;NOMBRE;CATEGORIA;SUBCATEGORIA;TONALIDAD;COLORES;FORMATO;AMBIENTE;ESTILO;EMOCION;IMPACTO_VISUAL;TECNICA_VISUAL
1740;Vuelo Soberano;Animales;Aguila;Frío;azul, plateado;Horizontal;Living;Moderno;Libertad;Protagonista;Collage/Mixta
1741;Águila Nocturna;Animales;Aguila;Frío;azul, verde;Horizontal;Hall de Entrada;Industrial;Misterio;Protagonista;Pictórica
1742;Trío de Búhos Coloridos;Animales;Lechuza;Pastel;violeta, rosa;Vertical;Infantil/Juvenil;Moderno;Alegría;Protagonista;Ilustrativa
1744;Iconos de Londres;Paisajes;Ciudades;Blanco y Negro;rojo, amarillo;Vertical;Hall de Entrada;Moderno;Energía;Protagonista;Fotográfica
1745;Tower Bridge Nocturno 1;Paisajes;Ciudades;Metálico;violeta, plateado;Horizontal;Living;Elegante;Inspiración;Protagonista;Fotográfica
1746;Londres en Acuarela;Paisajes;Ciudades;Pastel;violeta, amarillo;Horizontal;Living;Boho;Alegría;Protagonista;Ilustrativa
1743;Mujer del Paraguas Rojo;Mujer;General;Oscuro;rojo, dorado;Vertical;Pasillo;Moderno;Romanticismo;Protagonista;Fotográfica
1747;Reflejos Urbanos 2;Paisajes;Ciudades;Frío;naranja, rojo;Horizontal;Living;Clásico;Energía;Protagonista;Ilustrativa
1748;Gigantes Urbanos;Paisajes;Ciudades;Cálido;violeta, amarillo;Vertical;Pasillo;Moderno;Inspiración;Protagonista;Ilustrativa
1749;Cabina Roja de Londres;Paisajes;Ciudades;Vibrante;rojo, amarillo;Horizontal;Hall de Entrada;Moderno;Energía;Protagonista;Fotográfica
1750;Elegancia Metropolitana;Paisajes;Ciudades;Oscuro;blanco, rojo;Horizontal;Living;Industrial;Fuerza;Protagonista;Fotográfica
1751;El Arte de la Ciudad;Paisajes;Ciudades;Pastel;violeta, amarillo;Horizontal;Dormitorio;Clásico;Romanticismo;Equilibrado;Fotográfica
1752;Atardecer en Westminster;Paisajes;Ciudades;Cálido;naranja, violeta;Horizontal;Living;Clásico;Inspiración;Protagonista;Fotográfica
1753;Avenida hacia el Big Ben;Paisajes;Ciudades;Blanco y Negro;violeta, plateado;Horizontal;Oficina;Minimalista;Fuerza;Protagonista;Fotográfica
1755;Arquitectura Viva;Paisajes;Ciudades;Frío;azul, violeta;Horizontal;Living;Boho;Romanticismo;Protagonista;Ilustrativa
1756;Londres entre Trazos;Paisajes;Ciudades;Frío;rojo, violeta;Horizontal;Living;Boho;Energía;Protagonista;Ilustrativa
1757;Cabina Telefónica Roja;Paisajes;Ciudades;Metálico;rojo, violeta;Horizontal;Hall de Entrada;Moderno;Energía;Protagonista;Fotográfica
1758;Cabina entre Calles;Paisajes;Ciudades;Blanco y Negro;rojo, blanco;Horizontal;Hall de Entrada;Moderno;Energía;Protagonista;Fotográfica
1759;Metrópolis;Paisajes;Ciudades;Neutro;naranja, amarillo;Horizontal;Oficina;Moderno;Inspiración;Equilibrado;Fotográfica
1760;Paisajes Metropolitanos;Paisajes;Ciudades;Metálico;marrón, violeta;Horizontal;Living;Boho;Inspiración;Equilibrado;Ilustrativa
1761;Londres bajo el Paraguas;Paisajes;Ciudades;Oscuro;blanco, negro;Horizontal;Living;Moderno;Energía;Protagonista;Fotográfica
1762;Tower Bridge sobre el Támesis;Paisajes;Ciudades;Metálico;violeta, plateado;Horizontal;Living;Industrial;Calma;Equilibrado;Fotográfica
1764;Big Ben Estrellado;Paisajes;Ciudades;Vibrante;azul, marrón;Vertical;Pasillo;Moderno;Energía;Protagonista;Pictórica
1765;Silueta Urbana 1;Paisajes;Ciudades;Pastel;violeta, amarillo;Horizontal;Living;Moderno;Energía;Protagonista;Fotográfica
1766;Westminster al Anochecer;Paisajes;Ciudades;Pastel;violeta, naranja;Horizontal;Living;Elegante;Inspiración;Protagonista;Fotográfica
1767;Londres bajo la Lluvia;Paisajes;Ciudades;Oscuro;rojo, plateado;Vertical;Hall de Entrada;Industrial;Misterio;Protagonista;Fotográfica
1768;Cabina en Perspectiva;Paisajes;Ciudades;Frío;rojo, naranja;Horizontal;Hall de Entrada;Moderno;Energía;Protagonista;Fotográfica
1769;Londres Superpuesta;Paisajes;Ciudades;Frío;violeta, azul;Horizontal;Oficina;Industrial;Inspiración;Protagonista;Collage/Mixta
1772;Cabina frente a San Pablo;Paisajes;Ciudades;Oscuro;marrón, violeta;Horizontal;Hall de Entrada;Industrial;Misterio;Protagonista;Fotográfica
1773;Símbolos de Londres;Paisajes;Ciudades;Frío;marrón, naranja;Vertical;Oficina;Industrial;Fuerza;Protagonista;Collage/Mixta
1775;Tower Bridge Ilustrado;Paisajes;Ciudades;Frío;azul, naranja;Horizontal;Living;Nórdico;Calma;Suave;Ilustrativa
1776;Londres al Atardecer;Paisajes;Ciudades;Pastel;amarillo, dorado;Horizontal;Living;Nórdico;Alegría;Equilibrado;Ilustrativa
1777;Panorama de Londres;Paisajes;Ciudades;Pastel;amarillo, violeta;Horizontal;Living;Nórdico;Alegría;Equilibrado;Ilustrativa
1778;Ciudad de la Torre del Reloj;Paisajes;Ciudades;Metálico;violeta, plateado;Horizontal;Oficina;Moderno;Inspiración;Equilibrado;Ilustrativa
1779;Pluma en Libertad;Plumas;General;Frío;azul, amarillo;Horizontal;Dormitorio;Boho;Libertad;Equilibrado;Digital/3D
1780;Danza en Luz;Mujer;General;Cálido;amarillo, blanco;Horizontal;Dormitorio;Elegante;Inspiración;Protagonista;Pictórica
1781;Bailarina de Colores;Mujer;General;Vibrante;rosa, amarillo;Horizontal;Living;Moderno;Energía;Protagonista;Pictórica
1782;Vuelo de Bailarina;Mujer;General;Vibrante;amarillo, naranja;Horizontal;Living;Moderno;Fuerza;Protagonista;Pictórica
1783;Danza de Colores 1;Mujer;General;Vibrante;naranja, amarillo;Horizontal;Living;Moderno;Energía;Protagonista;Pictórica
1784;Bailarina Dorada;Mujer;General;Cálido;naranja, amarillo;Horizontal;Dormitorio;Clásico;Elegancia;Equilibrado;Pictórica
1785;Gracia;Mujer;General;Cálido;naranja, rojo;Horizontal;Dormitorio;Elegante;Romanticismo;Protagonista;Pictórica
1786;Luz Femenina 1;Mujer;General;Vibrante;violeta, naranja;Horizontal;Infantil/Juvenil;Moderno;Energía;Protagonista;Digital/3D
1787;Bailarina entre Trazos;Mujer;General;Pastel;violeta, plateado;Horizontal;Dormitorio;Boho;Inspiración;Protagonista;Pictórica
1788;La Fuerza de Ella 1;Mujer;General;Pastel;azul, plateado;Horizontal;Dormitorio;Boho;Libertad;Protagonista;Pictórica
1789;Salto en Gris;Mujer;General;Oscuro;plateado, gris;Horizontal;Dormitorio;Elegante;Inspiración;Protagonista;Pictórica
1790;Espiral Verde;Abstracto;General;Pastel;verde, naranja;Horizontal;Baño;Moderno;Calma;Equilibrado;Abstracta
1791;Pequeña Bailarina;Mujer;General;Pastel;rosa, naranja;Horizontal;Dormitorio;Elegante;Romanticismo;Equilibrado;Pictórica
1792;Mareas de Color;Abstracto;General;Vibrante;azul, verde;Horizontal;Living;Moderno;Energía;Protagonista;Abstracta
1793;Ondas Pastel;Abstracto;General;Pastel;verde, naranja;Horizontal;Baño;Minimalista;Calma;Suave;Abstracta
1794;Danza Violeta;Mujer;General;Pastel;violeta, amarillo;Horizontal;Dormitorio;Elegante;Romanticismo;Equilibrado;Pictórica
1795;Mujer de Rojo;Mujer;General;Vibrante;rojo, naranja;Vertical;Hall de Entrada;Moderno;Fuerza;Protagonista;Pictórica
1796;Bailarina de Espaldas;Mujer;General;Pastel;rosa, marrón;Horizontal;Dormitorio;Boho;Romanticismo;Equilibrado;Pictórica
1797;Dama de Rojo;Mujer;General;Cálido;rojo, naranja;Vertical;Hall de Entrada;Elegante;Fuerza;Protagonista;Pictórica
1798;Mujer entre Colores;Mujer;General;Vibrante;naranja, amarillo;Horizontal;Living;Moderno;Inspiración;Protagonista;Pictórica
1799;Giro de Bailarina;Mujer;General;Cálido;naranja, amarillo;Horizontal;Dormitorio;Clásico;Elegancia;Equilibrado;Pictórica
1800;Flujo Esmeralda;Abstracto;General;Frío;verde, violeta;Horizontal;Baño;Moderno;Calma;Equilibrado;Abstracta
1801;Luna sobre la Montaña;Paisajes;Luna;Cálido;naranja, violeta;Horizontal;Dormitorio;Minimalista;Calma;Suave;Fotográfica
1802;Media Luna Dorada;Paisajes;Luna;Oscuro;naranja, amarillo;Horizontal;Dormitorio;Elegante;Misterio;Protagonista;Digital/3D
1803;Luna Dorada;Paisajes;Luna;Pastel;azul, violeta;Horizontal;Infantil/Juvenil;Nórdico;Calma;Suave;Ilustrativa
1804;Luna Sonriente;Paisajes;Luna;Oscuro;plateado, azul;Horizontal;Infantil/Juvenil;Moderno;Alegría;Equilibrado;Ilustrativa
1805;Luna Serena 2;Paisajes;Luna;Pastel;amarillo, plateado;Horizontal;Infantil/Juvenil;Nórdico;Calma;Suave;Ilustrativa
1806;Contemplando la Luna;Paisajes;Luna;Oscuro;plateado, gris;Horizontal;Infantil/Juvenil;Minimalista;Inspiración;Equilibrado;Ilustrativa
1807;Esfera Lunar;Paisajes;Luna;Oscuro;gris, plateado;Horizontal;Oficina;Minimalista;Misterio;Protagonista;Abstracta
1808;Camino Lunar;Paisajes;Luna;Oscuro;gris, plateado;Horizontal;Dormitorio;Minimalista;Calma;Equilibrado;Ilustrativa
1809;Fases de la Luna;Paisajes;Luna;Oscuro;plateado, gris;Horizontal;Dormitorio;Elegante;Misterio;Protagonista;Collage/Mixta
1810;Tríptico Lunar;Paisajes;Luna;Oscuro;plateado, gris;Horizontal;Dormitorio;Clásico;Misterio;Equilibrado;Collage/Mixta
1811;Luna sobre el Agua;Paisajes;Luna;Oscuro;plateado, gris;Horizontal;Dormitorio;Nórdico;Calma;Equilibrado;Collage/Mixta
1812;Luna sobre Kuala Lumpur;Paisajes;Luna;Metálico;plateado, naranja;Horizontal;Living;Moderno;Inspiración;Protagonista;Collage/Mixta
1813;Órbitas Azules;Paisajes;Luna;Metálico;plateado, gris;Horizontal;Dormitorio;Elegante;Calma;Equilibrado;Ilustrativa
1814;Media Luna Abstracta;Paisajes;Luna;Oscuro;gris, negro;Horizontal;Dormitorio;Minimalista;Calma;Equilibrado;Abstracta
1815;Geometría Lunar 1;Paisajes;Luna;Oscuro;gris, plateado;Horizontal;Living;Moderno;Misterio;Protagonista;Abstracta
1816;Doble Luna de Acuarela;Paisajes;Luna;Frío;azul, plateado;Horizontal;Dormitorio;Nórdico;Calma;Suave;Ilustrativa
1817;Luna Geométrica Azul;Paisajes;Luna;Neutro;gris, plateado;Horizontal;Oficina;Minimalista;Calma;Suave;Abstracta
1818;Bajo la Luna;Paisajes;Luna;Oscuro;gris, plateado;Horizontal;Dormitorio;Clásico;Calma;Equilibrado;Collage/Mixta
1819;Ciclo Lunar Dorado;Paisajes;Luna;Oscuro;plateado, gris;Horizontal;Dormitorio;Clásico;Misterio;Protagonista;Collage/Mixta
1820;Media Luna de Luz;Paisajes;Luna;Metálico;naranja, amarillo;Horizontal;Dormitorio;Elegante;Calma;Equilibrado;Fotográfica
1821;Luna y Estrella de Madera;Paisajes;Luna;Metálico;dorado, marrón;Horizontal;Infantil/Juvenil;Boho;Calma;Equilibrado;Fotográfica
1822;Constelación Dorada;Paisajes;Luna;Oscuro;negro, dorado;Horizontal;Hall de Entrada;Elegante;Misterio;Protagonista;Digital/3D
1823;Luna sobre la Ciudad 1;Paisajes;Luna;Oscuro;violeta, plateado;Horizontal;Living;Moderno;Misterio;Protagonista;Collage/Mixta
1824;Media Luna Estrellada;Paisajes;Luna;Oscuro;naranja, amarillo;Horizontal;Dormitorio;Elegante;Misterio;Protagonista;Digital/3D
1825;Luna entre Nubes;Paisajes;Luna;Oscuro;gris, amarillo;Horizontal;Dormitorio;Clásico;Misterio;Protagonista;Digital/3D
1826;Creciente entre Nubes 1;Paisajes;Luna;Oscuro;amarillo, plateado;Horizontal;Dormitorio;Boho;Calma;Equilibrado;Digital/3D
1827;Ante la Luna de Fuego;Paisajes;Luna;Oscuro;naranja, amarillo;Horizontal;Dormitorio;Moderno;Inspiración;Protagonista;Digital/3D
1828;Luna entre Rosas;Paisajes;Luna;Oscuro;rosa, rojo;Horizontal;Dormitorio;Elegante;Romanticismo;Protagonista;Digital/3D
1829;Camino a la Luna Rosa;Paisajes;Luna;Oscuro;rosa, naranja;Horizontal;Hall de Entrada;Moderno;Misterio;Protagonista;Digital/3D
1830;Luna entre Nubes Rosadas;Paisajes;Luna;Oscuro;violeta, rosa;Horizontal;Dormitorio;Moderno;Romanticismo;Protagonista;Digital/3D
1831;Luna Nocturna;Paisajes;Luna;Oscuro;violeta, rosa;Horizontal;Dormitorio;Moderno;Misterio;Protagonista;Digital/3D
1832;Luna sobre Ondas Rosadas;Paisajes;Luna;Oscuro;plateado, violeta;Horizontal;Dormitorio;Boho;Misterio;Protagonista;Digital/3D
1833;Luna Llena sobre el Mar;Paisajes;Luna;Oscuro;azul, violeta;Horizontal;Dormitorio;Nórdico;Calma;Equilibrado;Pictórica
1834;Luna sobre la Metrópolis;Paisajes;Luna;Oscuro;violeta, naranja;Horizontal;Living;Moderno;Misterio;Protagonista;Collage/Mixta
1835;Luna sobre el Mar Azul;Paisajes;Luna;Frío;azul, violeta;Horizontal;Dormitorio;Nórdico;Calma;Equilibrado;Ilustrativa
1836;Luna entre Nubes de Acuarela;Paisajes;Luna;Frío;plateado, gris;Horizontal;Dormitorio;Nórdico;Calma;Suave;Ilustrativa
1837;Luna en el Valle;Paisajes;Luna;Frío;gris, plateado;Horizontal;Dormitorio;Nórdico;Misterio;Protagonista;Digital/3D
1838;Horizonte Lunar Violeta;Paisajes;Luna;Frío;violeta, dorado;Horizontal;Living;Elegante;Misterio;Protagonista;Abstracta
1839;Luna en Azul Profundo;Paisajes;Luna;Frío;azul, naranja;Horizontal;Dormitorio;Boho;Calma;Equilibrado;Abstracta
1840;Luna sobre la Llanura;Paisajes;Luna;Oscuro;gris, plateado;Horizontal;Dormitorio;Boho;Misterio;Protagonista;Collage/Mixta
1841;Luna entre Nubes Pastel;Paisajes;Luna;Pastel;violeta, azul;Horizontal;Dormitorio;Nórdico;Calma;Suave;Ilustrativa
1842;Paisaje Lunar Abstracto;Paisajes;Luna;Pastel;azul, violeta;Horizontal;Living;Boho;Inspiración;Protagonista;Pictórica
1843;Media Luna Floral;Paisajes;Luna;Pastel;plateado, rosa;Horizontal;Dormitorio;Nórdico;Romanticismo;Suave;Ilustrativa
1844;Luna y Hortensia;Paisajes;Luna;Pastel;rosa, violeta;Horizontal;Dormitorio;Elegante;Romanticismo;Equilibrado;Collage/Mixta
1845;Luna en Cielo Pastel;Paisajes;Luna;Pastel;rosa, violeta;Horizontal;Dormitorio;Nórdico;Calma;Suave;Digital/3D
1846;Círculo Botánico;Paisajes;Luna;Pastel;plateado, beige;Horizontal;Dormitorio;Moderno;Calma;Equilibrado;Ilustrativa
1847;Luna Floral Cobriza;Paisajes;Luna;Cálido;naranja, marrón;Horizontal;Dormitorio;Boho;Romanticismo;Equilibrado;Ilustrativa
1848;Luna entre Flores Rosadas;Paisajes;Luna;Pastel;rosa, violeta;Horizontal;Dormitorio;Nórdico;Romanticismo;Suave;Collage/Mixta
1849;Luna Ámbar Floral;Paisajes;Luna;Cálido;naranja, violeta;Horizontal;Living;Boho;Inspiración;Protagonista;Ilustrativa
1850;Luna Azul Floral;Paisajes;Luna;Frío;azul, violeta;Horizontal;Dormitorio;Nórdico;Calma;Suave;Ilustrativa
1851;Luna en Cielo Coral;Paisajes;Luna;Pastel;rosa, naranja;Horizontal;Dormitorio;Nórdico;Calma;Suave;Digital/3D
1852;Creciente Rosada 1;Paisajes;Luna;Pastel;rosa, violeta;Horizontal;Dormitorio;Boho;Romanticismo;Equilibrado;Ilustrativa
1853;Luna sobre el Desierto Rosa;Paisajes;Luna;Pastel;rosa, naranja;Horizontal;Dormitorio;Nórdico;Calma;Suave;Digital/3D
1854;Bajo el Manto Estrellado;Paisajes;Luna;Frío;rosa, blanco;Horizontal;Dormitorio;Minimalista;Calma;Suave;Ilustrativa
1855;Media Luna sobre el Jardín;Paisajes;Luna;Pastel;rosa, beige;Horizontal;Dormitorio;Nórdico;Calma;Suave;Ilustrativa
1856;Majestad Equina;Animales;Caballos;Blanco y Negro;blanco, plateado;Horizontal;Pasillo;Minimalista;Calma;Suave;Fotográfica
1857;Encuentro Equino;Animales;Caballos;Cálido;naranja, plateado;Horizontal;Living;Moderno;Armonía;Protagonista;Pictórica
1858;Corcel Blanco;Animales;Caballos;Metálico;plateado, blanco;Horizontal;Hall de Entrada;Elegante;Fuerza;Protagonista;Pictórica
1859;Carrera de Caballos Blancos;Animales;Caballos;Pastel;plateado, gris;Horizontal;Living;Nórdico;Libertad;Equilibrado;Pictórica
1860;Corcel entre Flores;Animales;Caballos;Cálido;naranja, marrón;Horizontal;Living;Boho;Fuerza;Protagonista;Pictórica
1861;Manada en Movimiento;Animales;Caballos;Blanco y Negro;plateado, gris;Horizontal;Living;Moderno;Energía;Protagonista;Pictórica
1862;Corcel de Luz;Animales;Caballos;Metálico;plateado, dorado;Horizontal;Hall de Entrada;Elegante;Fuerza;Protagonista;Digital/3D
1863;Caballo en el Prado;Animales;Caballos;Cálido;marrón, amarillo;Horizontal;Dormitorio;Nórdico;Calma;Equilibrado;Ilustrativa
1864;Galope Dorado;Animales;Caballos;Cálido;amarillo, naranja;Horizontal;Hall de Entrada;Industrial;Fuerza;Protagonista;Pictórica
1865;Doble Majestad;Animales;Caballos;Metálico;amarillo, dorado;Horizontal;Hall de Entrada;Elegante;Fuerza;Protagonista;Pictórica
1866;Corcel Negro y Dorado;Animales;Caballos;Metálico;amarillo, plateado;Horizontal;Hall de Entrada;Elegante;Fuerza;Protagonista;Pictórica
1867;Elegancia Salvaje 1;Animales;Caballos;Frío;amarillo, azul;Horizontal;Living;Moderno;Libertad;Protagonista;Pictórica
1868;Caballo entre Rosas;Animales;Caballos;Pastel;rosa, marrón;Horizontal;Dormitorio;Boho;Armonía;Equilibrado;Ilustrativa
1869;Caballos en Carrera;Animales;Caballos;Neutro;naranja, marrón;Horizontal;Living;Minimalista;Libertad;Equilibrado;Fotográfica
1870;Presencia Majestuosa;Animales;Caballos;Frío;plateado, blanco;Horizontal;Living;Nórdico;Libertad;Protagonista;Digital/3D
1871;Camino de Libertad;Animales;Caballos;Oscuro;blanco, violeta;Horizontal;Dormitorio;Nórdico;Calma;Suave;Fotográfica
1872;Retrato Equino;Animales;Caballos;Blanco y Negro;gris, plateado;Vertical;Pasillo;Minimalista;Calma;Equilibrado;Fotográfica
1873;Perfil Equino;Animales;Caballos;Blanco y Negro;plateado, dorado;Vertical;Pasillo;Minimalista;Armonía;Equilibrado;Fotográfica
1874;Mirada de Caballo;Animales;Caballos;Cálido;marrón, amarillo;Horizontal;Dormitorio;Nórdico;Calma;Suave;Fotográfica
1875;Manada en el Campo;Animales;Caballos;Pastel;plateado, blanco;Horizontal;Living;Boho;Libertad;Equilibrado;Pictórica
1876;Caballo de Acuarela;Animales;Caballos;Vibrante;violeta, rosa;Horizontal;Infantil/Juvenil;Nórdico;Calma;Suave;Ilustrativa
1877;Caballos de Fiesta Floral;Animales;Caballos;Pastel;rosa, marrón;Horizontal;Infantil/Juvenil;Boho;Alegría;Protagonista;Ilustrativa
1878;Retrato Pastel de Caballo;Animales;Caballos;Pastel;rosa, plateado;Horizontal;Infantil/Juvenil;Moderno;Calma;Equilibrado;Ilustrativa
1879;La Fuerza del Viento;Animales;Caballos;Metálico;dorado, naranja;Horizontal;Hall de Entrada;Elegante;Fuerza;Protagonista;Pictórica
1880;Belleza Indómita;Animales;Caballos;Metálico;amarillo, negro;Horizontal;Living;Industrial;Fuerza;Protagonista;Pictórica
1881;Brisa del Prado;Animales;Caballos;Cálido;marrón, amarillo;Horizontal;Living;Nórdico;Armonía;Equilibrado;Fotográfica
1882;Caballo entre Lavandas;Animales;Caballos;Pastel;violeta, azul;Horizontal;Dormitorio;Boho;Calma;Suave;Ilustrativa
1883;Compañeros del Campo;Animales;Caballos;Cálido;marrón, naranja;Horizontal;Living;Clásico;Armonía;Equilibrado;Fotográfica
1884;Pastoreo al Atardecer;Animales;Caballos;Pastel;amarillo, plateado;Horizontal;Living;Nórdico;Calma;Equilibrado;Fotográfica
1885;Galope de Libertad;Animales;Caballos;Pastel;marrón, rosa;Horizontal;Living;Nórdico;Libertad;Equilibrado;Pictórica
1886;Caballo entre Flores;Animales;Caballos;Pastel;plateado, violeta;Horizontal;Living;Nórdico;Calma;Equilibrado;Fotográfica
1887;Encuentro de Caballos;Animales;Caballos;Cálido;naranja, marrón;Horizontal;Living;Nórdico;Armonía;Equilibrado;Fotográfica
1888;Caballo frente al Mar;Animales;Caballos;Pastel;rosa, plateado;Horizontal;Dormitorio;Nórdico;Calma;Suave;Ilustrativa
1889;Doble Retrato Equino;Animales;Caballos;Blanco y Negro;plateado, azul;Horizontal;Living;Moderno;Armonía;Equilibrado;Ilustrativa
1890;Corcel en la Oscuridad;Animales;Caballos;Oscuro;marrón, negro;Horizontal;Hall de Entrada;Industrial;Fuerza;Protagonista;Pictórica
1891;Caballos Blancos en Carrera;Animales;Caballos;Metálico;amarillo, plateado;Horizontal;Living;Elegante;Libertad;Protagonista;Pictórica
1892;Yegua y Potrillo 1;Animales;Caballos;Pastel;beige, amarillo;Horizontal;Infantil/Juvenil;Nórdico;Alegría;Suave;Ilustrativa
1893;Caballo Botánico;Animales;Caballos;Metálico;plateado, beige;Horizontal;Infantil/Juvenil;Boho;Alegría;Equilibrado;Ilustrativa
1894;Retratos Equinos Florales;Animales;Caballos;Pastel;plateado, blanco;Horizontal;Dormitorio;Boho;Armonía;Equilibrado;Ilustrativa
1895;Caballo entre Margaritas;Animales;Caballos;Cálido;amarillo, marrón;Horizontal;Living;Clásico;Calma;Equilibrado;Fotográfica
1896;Estampa de Poder;Animales;Caballos;Metálico;dorado, amarillo;Horizontal;Hall de Entrada;Industrial;Fuerza;Protagonista;Pictórica
1897;Caballos entre Salpicaduras;Animales;Caballos;Metálico;amarillo, verde;Horizontal;Living;Moderno;Libertad;Protagonista;Pictórica
1899;Corcel de Fuego;Animales;Caballos;Cálido;naranja, dorado;Horizontal;Hall de Entrada;Moderno;Fuerza;Protagonista;Pictórica
1900;Nobleza Equina;Animales;Caballos;Blanco y Negro;plateado, gris;Vertical;Pasillo;Minimalista;Fuerza;Equilibrado;Fotográfica
1901;Caballo Floral;Animales;Caballos;Frío;plateado, rojo;Vertical;Dormitorio;Boho;Romanticismo;Equilibrado;Collage/Mixta
1902;Mirada en la Oscuridad;Animales;Caballos;Oscuro;gris, plateado;Vertical;Hall de Entrada;Industrial;Misterio;Protagonista;Fotográfica
1903;Hojas de Otoño 1;Botanica;Hojas;Cálido;naranja, marrón;Horizontal;Living;Elegante;Elegancia;Equilibrado;Fotográfica
1904;Hojas Cobrizas;Botanica;Hojas;Frío;naranja, marrón;Horizontal;Living;Boho;Calma;Equilibrado;Ilustrativa
1907;Hojas Tropicales;Botanica;Hojas;Metálico;plateado, gris;Vertical;Living;Industrial;Misterio;Protagonista;Fotográfica
1908;Monstera Negra y Dorada;Botanica;Hojas;Neutro;gris, plateado;Vertical;Pasillo;Elegante;Elegancia;Equilibrado;Ilustrativa
1911;Naturaleza Viva;Botanica;Hojas;Cálido;naranja, amarillo;Horizontal;Living;Nórdico;Calma;Suave;Ilustrativa
1912;Hojas de Otoño 2;Botanica;Hojas;Cálido;naranja, amarillo;Horizontal;Living;Boho;Calma;Equilibrado;Pictórica
1916;Naturaleza Dorada;Botanica;Hojas;Metálico;plateado, marrón;Vertical;Hall de Entrada;Elegante;Elegancia;Protagonista;Digital/3D
1918;Textura Natural;Botanica;Hojas;Metálico;dorado, plateado;Vertical;Hall de Entrada;Elegante;Elegancia;Protagonista;Digital/3D
1919;Otoño Dorado al Viento;Botanica;Hojas;Metálico;dorado, amarillo;Vertical;Hall de Entrada;Elegante;Misterio;Protagonista;Ilustrativa
1920;Hojas tropicales sobre rosa;Botanica;Hojas;Pastel;violeta, rosa;Horizontal;Living;Moderno;Alegría;Equilibrado;Fotográfica
1921;Hojas Suaves;Botanica;Hojas;Metálico;marrón, plateado;Horizontal;Living;Moderno;Elegancia;Protagonista;Fotográfica
1922;Hojas Bronce y Oro;Botanica;Hojas;Metálico;dorado, amarillo;Horizontal;Hall de Entrada;Elegante;Elegancia;Protagonista;Digital/3D
1924;Naturaleza en Calma;Botanica;Hojas;Metálico;dorado, verde;Horizontal;Hall de Entrada;Elegante;Misterio;Protagonista;Collage/Mixta
1925;Hojas tropicales doradas;Botanica;Hojas;Tierra;verde, marrón;Horizontal;Living;Elegante;Elegancia;Protagonista;Fotográfica
1926;Monstera dorada;Botanica;Hojas;Metálico;dorado, plateado;Horizontal;Hall de Entrada;Elegante;Elegancia;Protagonista;Fotográfica
1927;El Susurro de las Hojas;Botanica;Hojas;Metálico;dorado, plateado;Horizontal;Hall de Entrada;Elegante;Elegancia;Protagonista;Fotográfica
1928;Hojas Ocres;Botanica;Hojas;Metálico;negro, marrón;Horizontal;Hall de Entrada;Elegante;Misterio;Protagonista;Ilustrativa
1929;Hoja sobre fondo pastel;Botanica;Hojas;Pastel;verde, amarillo;Horizontal;Living;Moderno;Alegría;Protagonista;Fotográfica
1930;Otoño Vivo;Botanica;Hojas;Metálico;dorado, amarillo;Horizontal;Living;Elegante;Elegancia;Equilibrado;Fotográfica
1931;Flor de Primavera Serena;Botanica;Flores;Pastel;rosa, naranja;Horizontal;Dormitorio;Clásico;Romanticismo;Equilibrado;Fotográfica
1932;Retrato entre humo;Musical;Rock Nacional;Blanco y Negro;violeta, verde;Vertical;Hall de Entrada;Moderno;Misterio;Protagonista;Fotográfica
1938;Delicadeza Natural;Botanica;Flores;Metálico;plateado, gris;Horizontal;Living;Elegante;Elegancia;Equilibrado;Pictórica
1939;Flores blancas sobre azul;Botanica;Flores;Frío;azul, blanco;Horizontal;Living;Elegante;Elegancia;Protagonista;Pictórica
1940;Pétalos en Calma;Botanica;Flores;Pastel;blanco, rosa;Horizontal;Dormitorio;Nórdico;Calma;Equilibrado;Pictórica
1941;La Elegancia del Pétalo;Botanica;Flores;Metálico;beige, blanco;Horizontal;Living;Elegante;Elegancia;Equilibrado;Pictórica
1942;Pétalos de Ensueño;Botanica;Flores;Pastel;rosa, blanco;Horizontal;Dormitorio;Nórdico;Calma;Suave;Pictórica
1949;Pétalos al Amanecer;Botanica;Flores;Pastel;rosa, naranja;Horizontal;Dormitorio;Nórdico;Romanticismo;Equilibrado;Pictórica
1950;El Susurro Floral;Botanica;Flores;Pastel;rosa, beige;Horizontal;Dormitorio;Clásico;Romanticismo;Protagonista;Pictórica
1951;Marea Serena;Paisajes;Playa;Pastel;violeta, plateado;Horizontal;Living;Boho;Inspiración;Protagonista;Ilustrativa
1954;Elefante dorado;Animales;Elefantes;Metálico;naranja, dorado;Horizontal;Hall de Entrada;Industrial;Fuerza;Protagonista;Digital/3D
1957;Memoria de la Sabana;Animales;Elefantes;Tierra;amarillo, verde;Horizontal;Living;Nórdico;Calma;Equilibrado;Fotográfica
1958;Elefante joven al atardecer;Animales;Elefantes;Cálido;naranja, dorado;Horizontal;Infantil/Juvenil;Moderno;Alegría;Protagonista;Fotográfica
1959;Gigante Gentil;Animales;Elefantes;Tierra;verde, marrón;Horizontal;Living;Nórdico;Libertad;Equilibrado;Fotográfica
1960;Caminante Sabio;Animales;Elefantes;Pastel;naranja, azul;Horizontal;Dormitorio;Moderno;Calma;Equilibrado;Collage/Mixta
